ID;Number_Of_Tokens;Metric.Architecture_Violations;Metric.Clone;Metric.Dead_Code;Metric.Cycle;Metric.Metric;Metric.Style;Metric.Universal;Metric.Complexity
net/netfilter/ipvs/ip_vs_ctl.c;19216;0;0;0;0;0;0;0;0
net/netfilter/ipvs/ip_vs_dh.c;873;0;0;0;0;0;0;0;0
net/netfilter/ipvs/ip_vs_est.c;1000;0;0;0;0;0;0;0;0
net/netfilter/ipvs/ip_vs_fo.c;265;0;0;0;0;0;0;0;0
net/netfilter/ipvs/ip_vs_ftp.c;2704;0;0;0;0;0;0;0;0
net/netfilter/ipvs/ip_vs_lblc.c;2272;0;0;0;0;0;0;0;0
net/netfilter/ipvs/ip_vs_lblcr.c;3185;0;0;0;0;0;0;0;0
net/netfilter/ipvs/ip_vs_lc.c;279;0;0;0;0;0;0;0;0
net/netfilter/ipvs/ip_vs_mh.c;2318;0;0;0;0;0;0;0;0
net/netfilter/ipvs/ip_vs_nfct.c;1293;0;0;0;0;0;0;0;0
net/netfilter/ipvs/ip_vs_nq.c;363;0;0;0;0;0;0;0;0
net/netfilter/ipvs/ip_vs_ovf.c;285;0;0;0;0;0;0;0;0
net/netfilter/ipvs/ip_vs_pe.c;346;0;0;0;0;0;0;0;0
net/netfilter/ipvs/ip_vs_pe_sip.c;894;0;0;0;0;0;0;0;0
net/netfilter/ipvs/ip_vs_proto.c;1618;0;0;0;0;0;0;0;0
net/netfilter/ipvs/ip_vs_proto_ah_esp.c;600;0;0;0;0;0;0;0;0
net/netfilter/ipvs/ip_vs_proto_sctp.c;3482;0;0;0;0;0;0;0;0
net/netfilter/ipvs/ip_vs_proto_tcp.c;3930;0;0;0;0;0;0;0;0
net/netfilter/ipvs/ip_vs_proto_udp.c;2433;0;0;0;0;0;0;0;0
net/netfilter/ipvs/ip_vs_rr.c;459;0;0;0;0;0;0;0;0
net/netfilter/ipvs/ip_vs_sched.c;752;0;0;0;0;0;0;0;0
net/netfilter/ipvs/ip_vs_sed.c;363;0;0;0;0;0;0;0;0
net/netfilter/ipvs/ip_vs_sh.c;1362;0;0;0;0;0;0;0;0
net/netfilter/ipvs/ip_vs_sync.c;9209;0;0;0;0;0;0;0;0
net/netfilter/ipvs/ip_vs_wlc.c;338;0;0;0;0;0;0;0;0
net/netfilter/ipvs/ip_vs_wrr.c;911;0;0;0;0;0;0;0;0
net/netfilter/ipvs/ip_vs_xmit.c;6301;0;0;0;0;0;0;0;0
net/netfilter/nf_conncount.c;2897;0;0;0;0;0;0;0;0
net/netfilter/nf_conntrack_acct.c;501;0;0;0;0;0;0;0;0
net/netfilter/nf_conntrack_amanda.c;1088;0;0;0;0;0;0;0;0
net/netfilter/nf_conntrack_broadcast.c;344;0;0;0;0;0;0;0;0
net/netfilter/nf_conntrack_core.c;10658;0;0;0;0;0;0;0;0
net/netfilter/nf_conntrack_ecache.c;1734;0;0;0;0;0;0;0;0
net/netfilter/nf_conntrack_expect.c;3565;0;0;0;0;0;0;0;0
net/netfilter/nf_conntrack_extend.c;494;0;0;0;0;0;0;0;0
net/netfilter/nf_conntrack_ftp.c;3097;0;0;0;0;0;0;0;0
net/netfilter/nf_conntrack_h323_asn1.c;4966;0;0;0;0;0;0;0;0
net/netfilter/nf_conntrack_h323_main.c;9978;0;0;0;0;0;0;0;0
net/netfilter/nf_conntrack_h323_types.c;24802;0;0;0;0;0;0;0;0
net/netfilter/nf_conntrack_helper.c;2509;0;0;0;0;0;0;0;0
net/netfilter/nf_conntrack_irc.c;1195;0;0;0;0;0;0;0;0
net/netfilter/nf_conntrack_labels.c;439;0;0;0;0;0;0;0;0
net/netfilter/nf_conntrack_netbios_ns.c;231;0;0;0;0;0;0;0;0
net/netfilter/nf_conntrack_netlink.c;18145;0;0;0;0;0;0;0;0
net/netfilter/nf_conntrack_pptp.c;2839;0;0;0;0;0;0;0;0
net/netfilter/nf_conntrack_proto.c;4442;0;0;0;0;0;0;0;0
net/netfilter/nf_conntrack_proto_dccp.c;3248;0;0;0;0;0;0;0;0
net/netfilter/nf_conntrack_proto_generic.c;619;0;0;0;0;0;0;0;0
net/netfilter/nf_conntrack_proto_gre.c;1919;0;0;0;0;0;0;0;0
net/netfilter/nf_conntrack_proto_icmp.c;1765;0;0;0;0;0;0;0;0
net/netfilter/nf_conntrack_proto_icmpv6.c;1807;0;0;0;0;0;0;0;0
net/netfilter/nf_conntrack_proto_sctp.c;3950;0;0;0;0;0;0;0;0
net/netfilter/nf_conntrack_proto_tcp.c;7277;0;0;0;0;0;0;0;0
net/netfilter/nf_conntrack_proto_udp.c;1540;0;0;0;0;0;0;0;0
net/netfilter/nf_conntrack_sane.c;819;0;0;0;0;0;0;0;0
net/netfilter/nf_conntrack_seqadj.c;1313;0;0;0;0;0;0;0;0
net/netfilter/nf_conntrack_sip.c;9096;0;0;0;0;0;0;0;0
net/netfilter/nf_conntrack_snmp.c;290;0;0;0;0;0;0;0;0
net/netfilter/nf_conntrack_standalone.c;3219;0;0;0;0;0;0;0;0
net/netfilter/nf_conntrack_tftp.c;649;0;0;0;0;0;0;0;0
net/netfilter/nf_conntrack_timeout.c;233;0;0;0;0;0;0;0;0
net/netfilter/nf_conntrack_timestamp.c;402;0;0;0;0;0;0;0;0
net/netfilter/nf_dup_netdev.c;201;0;0;0;0;0;0;0;0
net/netfilter/nf_flow_table_core.c;2617;0;0;0;0;0;0;0;0
net/netfilter/nf_flow_table_inet.c;170;0;0;0;0;0;0;0;0
net/netfilter/nf_flow_table_ip.c;2703;0;0;0;0;0;0;0;0
net/netfilter/nf_log.c;2871;0;0;0;0;0;0;0;0
net/netfilter/nf_log_common.c;1087;0;0;0;0;0;0;0;0
net/netfilter/nf_log_netdev.c;288;0;0;0;0;0;0;0;0
net/netfilter/nf_nat_amanda.c;326;0;0;0;0;0;0;0;0
net/netfilter/nf_nat_core.c;4918;0;0;0;0;0;0;0;0
net/netfilter/nf_nat_ftp.c;639;0;0;0;0;0;0;0;0
net/netfilter/nf_nat_helper.c;866;0;0;0;0;0;0;0;0
net/netfilter/nf_nat_irc.c;422;0;0;0;0;0;0;0;0
net/netfilter/nf_nat_proto_common.c;583;0;0;0;0;0;0;0;0
net/netfilter/nf_nat_proto_dccp.c;320;0;0;0;0;0;0;0;0
net/netfilter/nf_nat_proto_sctp.c;279;0;0;0;0;0;0;0;0
net/netfilter/nf_nat_proto_tcp.c;326;0;0;0;0;0;0;0;0
net/netfilter/nf_nat_proto_udp.c;561;0;0;0;0;0;0;0;0
net/netfilter/nf_nat_proto_unknown.c;137;0;0;0;0;0;0;0;0
net/netfilter/nf_nat_redirect.c;494;0;0;0;0;0;0;0;0
net/netfilter/nf_nat_sip.c;3986;0;0;0;0;0;0;0;0
net/netfilter/nf_nat_tftp.c;184;0;0;0;0;0;0;0;0
net/netfilter/nf_queue.c;1414;0;0;0;0;0;0;0;0
net/netfilter/nf_sockopt.c;846;0;0;0;0;0;0;0;0
net/netfilter/nf_synproxy_core.c;1875;0;0;0;0;0;0;0;0
net/netfilter/nf_tables_api.c;38444;0;0;0;0;0;0;0;0
net/netfilter/nf_tables_core.c;1371;0;0;0;0;0;0;0;0
net/netfilter/nf_tables_set_core.c;102;0;0;0;0;0;0;0;0
net/netfilter/nf_tables_trace.c;1394;0;0;0;0;0;0;0;0
net/netfilter/nfnetlink.c;2959;0;0;0;0;0;0;0;0
net/netfilter/nfnetlink_acct.c;2659;0;0;0;0;0;0;0;0
net/netfilter/nfnetlink_cthelper.c;3760;0;0;0;0;0;0;0;0
net/netfilter/nfnetlink_cttimeout.c;2976;0;0;0;0;0;0;0;0
net/netfilter/nfnetlink_log.c;5246;0;0;0;0;0;0;0;0
net/netfilter/nfnetlink_osf.c;2059;0;0;0;0;0;0;0;0
net/netfilter/nfnetlink_queue.c;7571;0;0;0;0;0;0;0;0
net/netfilter/nft_bitwise.c;784;0;0;0;0;0;0;0;0
net/netfilter/nft_byteorder.c;1011;0;0;0;0;0;0;0;0
net/netfilter/nft_chain_filter.c;1652;0;0;0;0;0;0;0;0
net/netfilter/nft_cmp.c;1079;0;0;0;0;0;0;0;0
net/netfilter/nft_compat.c;5104;0;0;0;0;0;0;0;0
net/netfilter/nft_connlimit.c;1325;0;0;0;0;0;0;0;0
net/netfilter/nft_counter.c;1317;0;0;0;0;0;0;0;0
net/netfilter/nft_ct.c;5472;0;0;0;0;0;0;0;0
net/netfilter/nft_dup_netdev.c;376;0;0;0;0;0;0;0;0
net/netfilter/nft_dynset.c;1704;0;0;0;0;0;0;0;0
net/netfilter/nft_exthdr.c;2222;0;0;0;0;0;0;0;0
net/netfilter/nft_fib.c;802;0;0;0;0;0;0;0;0
net/netfilter/nft_fib_inet.c;303;0;0;0;0;0;0;0;0
net/netfilter/nft_fib_netdev.c;307;0;0;0;0;0;0;0;0
net/netfilter/nft_flow_offload.c;1093;0;0;0;0;0;0;0;0
net/netfilter/nft_fwd_netdev.c;1071;0;0;0;0;0;0;0;0
net/netfilter/nft_hash.c;2033;0;0;0;0;0;0;0;0
net/netfilter/nft_immediate.c;668;0.0930081914196445;0.118442497901265;0.175369612161685;0.065462268248235;0.145112531975894;0.212072276280435;0.0798407247109858;0.259801201372973
net/netfilter/nft_limit.c;1833;0.105645913579834;0.130525632912808;0.186211469137943;0.0787006207027668;0.156614135182651;0.222113843071622;0.0927655593907212;0.268802053785172
net/netfilter/nft_log.c;1554;0.102746272270721;0.12779650801835;0.183863994414577;0.0756163063002103;0.154063811255005;0.220012429969725;0.0897776408873834;0.26702062444961
net/netfilter/nft_lookup.c;1234;0.0994054731345703;0.124646813417419;0.18114203035625;0.0720685366752573;0.151114506016757;0.217566236967817;0.0863379059848032;0.264933049995171
net/netfilter/nft_masq.c;445;0;0;0;0;0;0;0;0
net/netfilter/nft_meta.c;2889;0;0;0;0;0;0;0;0
net/netfilter/nft_nat.c;1413;0;0;0;0;0;0;0;0
net/netfilter/nft_numgen.c;1088;0;0;0;0;0;0;0;0
net/netfilter/nft_objref.c;1183;0;0;0;0;0;0;0;0
net/netfilter/nft_osf.c;614;0;0;0;0;0;0;0;0
net/netfilter/nft_payload.c;2313;0;0;0;0;0;0;0;0
net/netfilter/nft_queue.c;1004;0;0;0;0;0;0;0;0
net/netfilter/nft_quota.c;1091;0;0;0;0;0;0;0;0
net/netfilter/nft_range.c;737;0;0;0;0;0;0;0;0
net/netfilter/nft_redir.c;459;0;0;0;0;0;0;0;0
net/netfilter/nft_reject.c;471;0;0;0;0;0;0;0;0
net/netfilter/nft_reject_inet.c;625;0;0;0;0;0;0;0;0
net/netfilter/nft_rt.c;959;0;0;0;0;0;0;0;0
net/netfilter/nft_set_bitmap.c;1496;0;0;0;0;0;0;0;0
net/netfilter/nft_set_hash.c;3763;0;0;0;0;0;0;0;0
net/netfilter/nft_set_rbtree.c;2792;0;0;0;0;0;0;0;0
net/netfilter/nft_socket.c;717;0;0;0;0;0;0;0;0
net/netfilter/nft_tproxy.c;1509;0;0;0;0;0;0;0;0
net/netfilter/nft_tunnel.c;3031;0;0;0;0;0;0;0;0
net/netfilter/nft_xfrm.c;1309;0;0;0;0;0;0;0;0
net/netfilter/utils.c;978;0;0;0;0;0;0;0;0
net/netfilter/x_tables.c;9397;0;0;0;0;0;0;0;0
net/netfilter/xt_AUDIT.c;660;0;0;0;0;0;0;0;0
net/netfilter/xt_CHECKSUM.c;327;0;0;0;0;0;0;0;0
net/netfilter/xt_CLASSIFY.c;257;0;0;0;0;0;0;0;0
net/netfilter/xt_CONNSECMARK.c;474;0;0;0;0;0;0;0;0
net/netfilter/xt_CT.c;2130;0;0;0;0;0;0;0;0
net/netfilter/xt_DSCP.c;728;0;0;0;0;0;0;0;0
net/netfilter/xt_HL.c;644;0;0;0;0;0;0;0;0
net/netfilter/xt_HMARK.c;1904;0;0;0;0;0;0;0;0
net/netfilter/xt_IDLETIMER.c;1413;0;0;0;0;0;0;0;0
net/netfilter/xt_LED.c;745;0;0;0;0;0;0;0;0
net/netfilter/xt_LOG.c;452;0;0;0;0;0;0;0;0
net/netfilter/xt_NETMAP.c;951;0;0;0;0;0;0;0;0
net/netfilter/xt_NFLOG.c;370;0;0;0;0;0;0;0;0
net/netfilter/xt_NFQUEUE.c;685;0;0;0;0;0;0;0;0
net/netfilter/xt_RATEEST.c;1144;0;0;0;0;0;0;0;0
net/netfilter/xt_REDIRECT.c;467;0;0;0;0;0;0;0;0
net/netfilter/xt_SECMARK.c;509;0;0;0;0;0;0;0;0
net/netfilter/xt_TCPMSS.c;1708;0;0;0;0;0;0;0;0
net/netfilter/xt_TCPOPTSTRIP.c;680;0;0;0;0;0;0;0;0
net/netfilter/xt_TEE.c;1084;0;0;0;0;0;0;0;0
net/netfilter/xt_TPROXY.c;1296;0;0;0;0;0;0;0;0
net/netfilter/xt_TRACE.c;188;0;0;0;0;0;0;0;0
net/netfilter/xt_addrtype.c;1215;0;0;0;0;0;0;0;0
net/netfilter/xt_bpf.c;664;0;0;0;0;0;0;0;0
net/netfilter/xt_cgroup.c;1054;0;0;0;0;0;0;0;0
net/netfilter/xt_cluster.c;707;0;0;0;0;0;0;0;0
net/netfilter/xt_comment.c;137;0;0;0;0;0;0;0;0
net/netfilter/xt_connbytes.c;759;0;0;0;0;0;0;0;0
net/netfilter/xt_connlabel.c;417;0;0;0;0;0;0;0;0
net/netfilter/xt_connlimit.c;652;0;0;0;0;0;0;0;0
net/netfilter/xt_connmark.c;892;0;0;0;0;0;0;0;0
net/netfilter/xt_conntrack.c;1721;0;0;0;0;0;0;0;0
net/netfilter/xt_cpu.c;202;0;0;0;0;0;0;0;0
net/netfilter/xt_dccp.c;856;0;0;0;0;0;0;0;0
net/netfilter/xt_devgroup.c;368;0;0;0;0;0;0;0;0
net/netfilter/xt_dscp.c;502;0;0;0;0;0;0;0;0
net/netfilter/xt_ecn.c;782;0;0;0;0;0;0;0;0
net/netfilter/xt_esp.c;433;0;0;0;0;0;0;0;0
net/netfilter/xt_hashlimit.c;6839;0;0;0;0;0;0;0;0
net/netfilter/xt_helper.c;396;0;0;0;0;0;0;0;0
net/netfilter/xt_hl.c;359;0;0;0;0;0;0;0;0
net/netfilter/xt_ipcomp.c;429;0;0;0;0;0;0;0;0
net/netfilter/xt_iprange.c;758;0;0;0;0;0;0;0;0
net/netfilter/xt_ipvs.c;772;0;0;0;0;0;0;0;0
net/netfilter/xt_l2tp.c;1582;0;0;0;0;0;0;0;0
net/netfilter/xt_length.c;286;0;0;0;0;0;0;0;0
net/netfilter/xt_limit.c;912;0;0;0;0;0;0;0;0
net/netfilter/xt_mac.c;252;0;0;0;0;0;0;0;0
net/netfilter/xt_mark.c;320;0;0;0;0;0;0;0;0
net/netfilter/xt_multiport.c;746;0;0;0;0;0;0;0;0
net/netfilter/xt_nat.c;1286;0;0;0;0;0;0;0;0
net/netfilter/xt_nfacct.c;303;0;0;0;0;0;0;0;0
net/netfilter/xt_osf.c;259;0;0;0;0;0;0;0;0
net/netfilter/xt_owner.c;649;0;0;0;0;0;0;0;0
net/netfilter/xt_physdev.c;648;0;0;0;0;0;0;0;0
net/netfilter/xt_pkttype.c;227;0;0;0;0;0;0;0;0
net/netfilter/xt_policy.c;1036;0;0;0;0;0;0;0;0
net/netfilter/xt_quota.c;369;0;0;0;0;0;0;0;0
net/netfilter/xt_rateest.c;729;0;0;0;0;0;0;0;0
net/netfilter/xt_realm.c;198;0;0;0;0;0;0;0;0
net/netfilter/xt_recent.c;3899;0;0;0;0;0;0;0;0
net/netfilter/xt_sctp.c;991;0;0;0;0;0;0;0;0
net/netfilter/xt_set.c;3946;0;0;0;0;0;0;0;0
net/netfilter/xt_socket.c;1310;0;0;0;0;0;0;0;0
net/netfilter/xt_state.c;277;0;0;0;0;0;0;0;0
net/netfilter/xt_statistic.c;424;0;0;0;0;0;0;0;0
net/netfilter/xt_string.c;415;0;0;0;0;0;0;0;0
net/netfilter/xt_tcpmss.c;457;0;0;0;0;0;0;0;0
net/netfilter/xt_tcpudp.c;1102;0;0;0;0;0;0;0;0
net/netfilter/xt_time.c;882;0;0;0;0;0;0;0;0
net/netfilter/xt_u32.c;529;0;0;0;0;0;0;0;0
net/netlabel/netlabel_addrlist.c;964;0;0;0;0;0;0;0;0
net/netlabel/netlabel_calipso.c;1923;0;0;0;0;0;0;0;0
net/netlabel/netlabel_cipso_v4.c;3132;0;0;0;0;0;0;0;0
net/netlabel/netlabel_domainhash.c;3415;0;0;0;0;0;0;0;0
net/netlabel/netlabel_kapi.c;4748;0;0;0;0;0;0;0;0
net/netlabel/netlabel_mgmt.c;3303;0;0;0;0;0;0;0;0
net/netlabel/netlabel_unlabeled.c;5461;0;0;0;0;0;0;0;0
net/netlabel/netlabel_user.c;220;0;0;0;0;0;0;0;0
net/netlink/af_netlink.c;12871;0.235164518510324;0.25769527438855;0.308123656038359;0.210763205627511;0.281320688646794;0.34063638705926;0.22350023436081;0.382916634030695
net/netlink/diag.c;1221;0.109913519853955;0.138324731633189;0.20191476112356;0.0791435416183406;0.168116304161467;0.242913211932251;0.0952048944968593;0.296228469408572
net/netlink/genetlink.c;5003;0.150710023315505;0.17725252327493;0.236659998333833;0.121963901804867;0.205084592486459;0.27496182746319;0.136968839342871;0.324770340750059
net/netrom/af_netrom.c;6346;0.165263016041854;0.191161546280426;0.249127687056998;0.137214328151754;0.218318358456321;0.286500243576378;0.151855218390049;0.335100310995431
net/netrom/nr_dev.c;694;0;0;0;0;0;0;0;0
net/netrom/nr_in.c;1268;0;0;0;0;0;0;0;0
net/netrom/nr_loopback.c;295;0;0;0;0;0;0;0;0
net/netrom/nr_out.c;1077;0;0;0;0;0;0;0;0
net/netrom/nr_route.c;4394;0;0;0;0;0;0;0;0
net/netrom/nr_subr.c;1196;0;0;0;0;0;0;0;0
net/netrom/nr_timer.c;1074;0;0;0;0;0;0;0;0
net/netrom/sysctl_net_netrom.c;768;0;0;0;0;0;0;0;0
net/nfc/af_nfc.c;329;0;0;0;0;0;0;0;0
net/nfc/core.c;4833;0.150007055270874;0.176969505022797;0.237316912524461;0.120806118735956;0.205241927317421;0.276224745052885;0.136048461206244;0.326821318049707
net/nfc/digital_core.c;3579;0.136616465635881;0.164239027352472;0.226063898737982;0.106700613069091;0.19320363319861;0.2659242977434;0.122316128330679;0.31775960844817
net/nfc/digital_dep.c;6530;0.168471453139681;0.194642589089859;0.253218876500619;0.140127527162653;0.222085251545286;0.290984813349718;0.154922526157899;0.340096440916811
net/nfc/digital_technology.c;5302;0;0;0;0;0;0;0;0
net/nfc/hci/command.c;1398;0;0;0;0;0;0;0;0
net/nfc/hci/core.c;4919;0;0;0;0;0;0;0;0
net/nfc/hci/hcp.c;557;0;0;0;0;0;0;0;0
net/nfc/hci/llc.c;590;0;0;0;0;0;0;0;0
net/nfc/hci/llc_nop.c;316;0;0;0;0;0;0;0;0
net/nfc/hci/llc_shdlc.c;3461;0;0;0;0;0;0;0;0
net/nfc/llcp_commands.c;3436;0;0;0;0;0;0;0;0
net/nfc/llcp_core.c;7000;0;0;0;0;0;0;0;0
net/nfc/llcp_sock.c;4543;0;0;0;0;0;0;0;0
net/nfc/nci/core.c;6901;0;0;0;0;0;0;0;0
net/nfc/nci/data.c;1150;0;0;0;0;0;0;0;0
net/nfc/nci/hci.c;3515;0;0;0;0;0;0;0;0
net/nfc/nci/lib.c;140;0;0;0;0;0;0;0;0
net/nfc/nci/ntf.c;3495;0;0;0;0;0;0;0;0
net/nfc/nci/rsp.c;1551;0;0;0;0;0;0;0;0
net/nfc/nci/spi.c;1320;0;0;0;0;0;0;0;0
net/nfc/nci/uart.c;1730;0;0;0;0;0;0;0;0
net/nfc/netlink.c;8421;0;0;0;0;0;0;0;0
net/nfc/rawsock.c;1929;0;0;0;0;0;0;0;0
net/nsh/nsh.c;660;0;0;0;0;0;0;0;0
net/openvswitch/actions.c;7737;0;0;0;0;0;0;0;0
net/openvswitch/conntrack.c;10119;0.209443732721102;0.234512240492005;0.290620623366277;0.182293977740437;0.260798703499486;0.326795426140576;0.196465641820624;0.37383790911308
net/openvswitch/datapath.c;11505;0.224459403168491;0.248862348799411;0.303481069196841;0.198030466881545;0.274450913282907;0.338695440685483;0.211825877091398;0.384488958385567
net/openvswitch/dp_notify.c;352;0.10455609817157;0.134589931510311;0.201811715732674;0.0720287844706939;0.166082960782204;0.24515167068788;0.0890074335792383;0.301511869960561
net/openvswitch/flow.c;4724;0.151700970363652;0.179569823806167;0.241945945811907;0.121518378345366;0.208792687479286;0.282161753072642;0.137273126609469;0.334459244232227
net/openvswitch/flow_netlink.c;16965;0.283515865505831;0.305268326351556;0.353954726545119;0.259957463562439;0.32807763205768;0.38534434846203;0.272254508557708;0.426164080465898
net/openvswitch/flow_table.c;3714;0.141038191701017;0.169475049448336;0.233122479794379;0.110240438307979;0.199293513955885;0.274157938702869;0.126316289298951;0.327521322299338
net/openvswitch/meter.c;2741;0.130671147173278;0.159627012937004;0.224436088035321;0.0993112964824171;0.189989701502425;0.26622049509834;0.115680551745022;0.320557826805226
net/openvswitch/vport-geneve.c;510;0.106768089318404;0.136874666895374;0.204259267413293;0.07416199197942;0.168443974689493;0.247704195049559;0.0911817646728764;0.304200903029477
net/openvswitch/vport-gre.c;345;0.105095081967394;0.135314930940863;0.202953055718845;0.0723663091708442;0.167003013430353;0.246561438255011;0.0894501161576759;0.303270706463475
net/openvswitch/vport-internal_dev.c;1229;0;0;0;0;0;0;0;0
net/openvswitch/vport-netdev.c;841;0;0;0;0;0;0;0;0
net/openvswitch/vport-vxlan.c;701;0;0;0;0;0;0;0;0
net/openvswitch/vport.c;1671;0;0;0;0;0;0;0;0
net/packet/af_packet.c;21317;0;0;0;0;0;0;0;0
net/packet/diag.c;1369;0;0;0;0;0;0;0;0
net/phonet/af_phonet.c;2479;0;0;0;0;0;0;0;0
net/phonet/datagram.c;821;0;0;0;0;0;0;0;0
net/phonet/pep-gprs.c;1260;0;0;0;0;0;0;0;0
net/phonet/pep.c;6554;0;0;0;0;0;0;0;0
net/phonet/pn_dev.c;1991;0;0;0;0;0;0;0;0
net/phonet/pn_netlink.c;1615;0;0;0;0;0;0;0;0
net/phonet/socket.c;3728;0;0;0;0;0;0;0;0
net/phonet/sysctl.c;394;0;0;0;0;0;0;0;0
net/psample/psample.c;1337;0;0;0;0;0;0;0;0
net/qrtr/qrtr.c;4883;0;0;0;0;0;0;0;0
net/qrtr/smd.c;424;0;0;0;0;0;0;0;0
net/qrtr/tun.c;663;0;0;0;0;0;0;0;0
net/rds/af_rds.c;3578;0;0;0;0;0;0;0;0
net/rds/bind.c;1167;0;0;0;0;0;0;0;0
net/rds/cong.c;1541;0;0;0;0;0;0;0;0
net/rds/connection.c;3813;0;0;0;0;0;0;0;0
net/rds/ib.c;2301;0;0;0;0;0;0;0;0
net/rds/ib_cm.c;5329;0;0;0;0;0;0;0;0
net/rds/ib_fmr.c;1105;0;0;0;0;0;0;0;0
net/rds/ib_frmr.c;1813;0;0;0;0;0;0;0;0
net/rds/ib_rdma.c;2758;0;0;0;0;0;0;0;0
net/rds/ib_recv.c;4315;0;0;0;0;0;0;0;0
net/rds/ib_ring.c;468;0;0;0;0;0;0;0;0
net/rds/ib_send.c;4586;0;0;0;0;0;0;0;0
net/rds/ib_stats.c;165;0;0;0;0;0;0;0;0
net/rds/ib_sysctl.c;343;0;0;0;0;0;0;0;0
net/rds/info.c;755;0;0;0;0;0;0;0;0
net/rds/loop.c;825;0;0;0;0;0;0;0;0
net/rds/message.c;2385;0;0;0;0;0;0;0;0
net/rds/page.c;457;0;0;0;0;0;0;0;0
net/rds/rdma.c;3925;0;0;0;0;0;0;0;0
net/rds/rdma_transport.c;910;0.115065040380164;0.146157012077702;0.215747123633781;0.0813917391542422;0.178759589435962;0.260614012173834;0.098968572307416;0.318959868358411
net/rds/recv.c;3695;0.145133876681814;0.174857779393762;0.241385876284133;0.112942224786394;0.206025820037271;0.284278589648399;0.129745664713314;0.340057186443307
net/rds/send.c;5881;0.168757504729924;0.197414125876239;0.261553431089558;0.137721742657191;0.227463031003186;0.302906016876455;0.153921829725402;0.356681799010952
net/rds/stats.c;386;0.109733979864106;0.141180328080323;0.211563605850097;0.0756768809370636;0.174154499365676;0.256941873080425;0.0934540493086919;0.315952736990956
net/rds/sysctl.c;313;0;0;0;0;0;0;0;0
net/rds/tcp.c;3139;0;0;0;0;0;0;0;0
net/rds/tcp_connect.c;867;0;0;0;0;0;0;0;0
net/rds/tcp_listen.c;1412;0;0;0;0;0;0;0;0
net/rds/tcp_recv.c;1363;0;0;0;0;0;0;0;0
net/rds/tcp_send.c;956;0;0;0;0;0;0;0;0
net/rds/tcp_stats.c;166;0;0;0;0;0;0;0;0
net/rds/threads.c;1101;0;0;0;0;0;0;0;0
net/rds/transport.c;541;0;0;0;0;0;0;0;0
net/rfkill/core.c;5405;0;0;0;0;0;0;0;0
net/rfkill/input.c;1315;0;0;0;0;0;0;0;0
net/rfkill/rfkill-gpio.c;766;0;0;0;0;0;0;0;0
net/rose/af_rose.c;7490;0;0;0;0;0;0;0;0
net/rose/rose_dev.c;530;0;0;0;0;0;0;0;0
net/rose/rose_in.c;1248;0;0;0;0;0;0;0;0
net/rose/rose_link.c;1164;0;0;0;0;0;0;0;0
net/rose/rose_loopback.c;484;0;0;0;0;0;0;0;0
net/rose/rose_out.c;421;0;0;0;0;0;0;0;0
net/rose/rose_route.c;5766;0;0;0;0;0;0;0;0
net/rose/rose_subr.c;2744;0;0;0;0;0;0;0;0
net/rose/rose_timer.c;880;0;0;0;0;0;0;0;0
net/rose/sysctl_net_rose.c;598;0;0;0;0;0;0;0;0
net/rxrpc/af_rxrpc.c;4587;0;0;0;0;0;0;0;0
net/rxrpc/call_accept.c;2998;0;0;0;0;0;0;0;0
net/rxrpc/call_event.c;2232;0;0;0;0;0;0;0;0
net/rxrpc/call_object.c;3508;0;0;0;0;0;0;0;0
net/rxrpc/conn_client.c;4398;0;0;0;0;0;0;0;0
net/rxrpc/conn_event.c;2458;0;0;0;0;0;0;0;0
net/rxrpc/conn_object.c;2143;0;0;0;0;0;0;0;0
net/rxrpc/conn_service.c;821;0;0;0;0;0;0;0;0
net/rxrpc/input.c;6296;0;0;0;0;0;0;0;0
net/rxrpc/insecure.c;315;0;0;0;0;0;0;0;0
net/rxrpc/key.c;6523;0;0;0;0;0;0;0;0
net/rxrpc/local_event.c;521;0;0;0;0;0;0;0;0
net/rxrpc/local_object.c;2047;0;0;0;0;0;0;0;0
net/rxrpc/misc.c;138;0;0;0;0;0;0;0;0
net/rxrpc/net_ns.c;649;0;0;0;0;0;0;0;0
net/rxrpc/output.c;3539;0;0;0;0;0;0;0;0
net/rxrpc/peer_event.c;1944;0;0;0;0;0;0;0;0
net/rxrpc/peer_object.c;2145;0;0;0;0;0;0;0;0
net/rxrpc/proc.c;1572;0;0;0;0;0;0;0;0
net/rxrpc/recvmsg.c;3412;0;0;0;0;0;0;0;0
net/rxrpc/rxkad.c;6384;0;0;0;0;0;0;0;0
net/rxrpc/security.c;650;0;0;0;0;0;0;0;0
net/rxrpc/sendmsg.c;3855;0;0;0;0;0;0;0;0
net/rxrpc/skbuff.c;361;0;0;0;0;0;0;0;0
net/rxrpc/sysctl.c;758;0;0;0;0;0;0;0;0
net/rxrpc/utils.c;200;0;0;0;0;0;0;0;0
net/sched/act_api.c;8533;0;0;0;0;0;0;0;0
net/sched/act_bpf.c;2044;0;0;0;0;0;0;0;0
net/sched/act_connmark.c;1191;0;0;0;0;0;0;0;0
net/sched/act_csum.c;3414;0;0;0;0;0;0;0;0
net/sched/act_gact.c;1477;0;0;0;0;0;0;0;0
net/sched/act_ife.c;4266;0;0;0;0;0;0;0;0
